row_id,clue_id,surface,definition,answer,definition_wn,answer_wn,split
7267,8204,Field study is dreary,dreary,LEADEN,dreary,leaden,validate
7325,8260,Rest of newspaper oddly skipped,Rest,EASE,rest,ease,train
7416,8372,Number one's appeal,Number,ISSUE,number,issue,test
7443,8402,Closeness of main city redevelopment,Closeness,INTIMACY,closeness,intimacy,test
7455,8414,What sounds like quite a ceremony,a ceremony,RITE,ceremony,rite,train
7468,8426,Glib talk by northern model,model,PATTERN,model,pattern,test
7476,8433,Film made by present-day newspaper,Film,MODERN TIMES,film,modern_times,validate
7489,8445,I'm dividing possessions for valuation,valuation,ESTIMATE,valuation,estimate,train
7501,8457,Uncouth old swimmer crossing centre of bay,Uncouth,OAFISH,uncouth,oafish,test
7524,8481,Track taking dog across river,Track,TRAIL,track,trail,test
7533,8489,A head to give instruction? Not the head!,A head,EACH,head,each,validate
7540,8498,Decent hotel on East Street,Decent,HONEST,decent,honest,train
7544,8503,Prisoner given shelter is happy,happy,CONTENT,happy,content,test
7548,8507,In conversation he would briefly care,care,HEED,care,heed,test
7567,8526,Place overlooked in film star's series,series,CHAIN,series,chain,test
7586,8546,"A soldier on lake with energy, nimble",nimble,AGILE,nimble,agile,test
7615,8575,The way to keep head from clonking bed,bed,PATCH,bed,patch,train
7629,8594,"Attention drifting as temperature drops, say",say,INTONATE,say,intonate,test
7654,8619,Scattered boxes on bottom of pile,Scattered,SPARSE,scattered,sparse,validate
7671,8633,Apply authority without power,Apply,EXERT,apply,exert,test
7699,8662,"Close contract finally, with some help around",Close,AT HAND,close,at_hand,validate
7737,8699,Particular hamper engineers disposed of,Particular,STRICT,particular,strict,test
7817,8784,"Top copper's held up, that's clear",clear,LUCID,clear,lucid,test
7824,8794,Vociferous march by conservationists,Vociferous,STRIDENT,vociferous,strident,test
7827,8797,Radiant silver-blue,Radiant,AGLOW,radiant,aglow,test
7840,8836,"Presume needs fixing, above all",above all,SUPREME,above_all,supreme,test
7841,8837,Negative male in America,Negative,MINUS,negative,minus,train
7928,8926,A paper turns up containing a device that's similar,similar,ANALOGOUS,similar,analogous,validate
7930,8928,Bound over to accept old copy that's inaccurate,inaccurate,ERRONEOUS,inaccurate,erroneous,validate
7952,8950,Ready for some tennis,Ready,SET,ready,set,test
7954,8951,Instructed in pronunciation of tense,Instructed,TAUGHT,instructed,taught,test
8026,9028,Drowsy agent outside shelter,Drowsy,SLEEPY,drowsy,sleepy,test
8040,9042,Off-the-cuff claim to be on time at university,Off-the-cuff,IMPROMPTU,off-the-cuff,impromptu,test
8052,9055,Bill after Elizabeth,Bill,POSTER,bill,poster,validate
8068,9070,Difficulty beginning to trace foreign currency,Difficulty,TROUBLE,difficulty,trouble,train
8078,9078,Fire close to club lounge,Fire,BLAZE,fire,blaze,train
8093,9093,Go when green has changed? Start off yes,Go,ENERGY,go,energy,train
8102,9102,Exquisite having been cooked lightly,Exquisite,RARE,exquisite,rare,train
8110,9109,Mild Liberal embraced by setter?,Mild,CLEMENT,mild,clement,test
8112,9111,Suppress line in novel,Suppress,STRANGLE,suppress,strangle,train
8133,9160,Remain to offer support,support,STAY,support,stay,test
8178,9202,Stick bill on top of present,Stick,ADHERE,stick,adhere,test
8179,9203,Couple that is getting married - about time,Couple,ITEM,couple,item,validate
8186,9210,Current in which HM ships lost way,way,MODE,way,mode,train
8239,9262,Disrespectful library oddly ignored event including monarch,Disrespectful,IRREVERENT,disrespectful,irreverent,train
8258,9312,Immediately report on friend’s backsliding,Immediately,SLAP-BANG,immediately,slap-bang,train
8284,9340,Place lightning struck partly sent skyward,Place,NINTH,place,ninth,test
8330,9388,Cruel and senseless to inhibit what bees do,Cruel,INHUMANE,cruel,inhumane,test
8342,9400,Run through new canteen doorway,doorway,ENTRANCE,doorway,entrance,train
8365,9421,"Portion, slim, reduced, provided by church",Portion,SLICE,portion,slice,train
8373,9429,Oregon provided diamonds for opening,opening,ORIFICE,opening,orifice,train
8384,9442,Society with little money for track,track,SPOOR,track,spoor,train
8413,9475,Outrageous wanderer avoiding run after run,Outrageous,EXTRAVAGANT,outrageous,extravagant,test
8427,9490,"Soccer organisation about to block international, actually",actually,IN FACT,actually,in_fact,test
8435,9500,"Nasty, small and contemptible, requiring change of heart",Nasty,SPITEFUL,nasty,spiteful,test
8471,9563,Those people in front of English subject,subject,THEME,subject,theme,validate
8517,9641,Soul singer needing backing for a title,a title,BARONET,title,baronet,test
8518,9642,A seven days period of conflict with daughter being difficult,difficult,AWKWARD,difficult,awkward,train
8520,9644,Control what teacher does in time off work,Control,RESTRAINT,control,restraint,train
8568,9699,Unfeeling in a way to mention retiring,Unfeeling,APATHETIC,unfeeling,apathetic,train
8572,9703,Talk with pensioner upset about tasteless articles,Talk,PRESENTATION,talk,presentation,test
8597,9729,Casual assistance given to cricket side,Casual,OFFHAND,casual,offhand,train
8620,9754,"Stiff and cold, putting off female",Stiff,RIGID,stiff,rigid,train
8625,9760,Speechless about a temperature change,change,MUTATE,change,mutate,validate
8636,9773,"Waugh, perhaps, has name coming up constantly",constantly,EVENLY,constantly,evenly,test
8661,9798,Recalled primitive weapon being used with drug business,business,TRADE,business,trade,train
8671,9808,Overworked boss at the Shoreditch Times?,Overworked,HACKNEYED,overworked,hackneyed,test
8686,9826,Try second dose of drugs,Try,STAB,try,stab,train
8795,9947,Finish repair work Monsieur’s left,Finish,ENDING,finish,ending,test
8922,10069,"Under pressure to answer, perhaps, immediately",immediately,ON THE SPOT,immediately,on_the_spot,validate
8927,10074,Yours truly shut up network,network,MESH,network,mesh,test
8928,10075,This person is underlining a point,point,AIM,point,aim,train
8940,10089,"Implacable soldiers, having disposed of a detective?",Implacable,REMORSELESS,implacable,remorseless,test
8943,10092,Rugby player is hard and cold,cold,STANDOFFISH,cold,standoffish,test
8954,10103,"Upset monk, taking one of his rooks",Upset,BOTHER,upset,bother,train
9021,10172,Significant political party face Republican expert,Significant,CONSIDERABLE,significant,considerable,test
9029,10180,Training copper who tells lies: strange,strange,PECULIAR,strange,peculiar,test
9035,10185,Strong second row,Strong,STIFF,strong,stiff,train
9036,10186,Irish being buried in vault abroad is unreal,unreal,VIRTUAL,unreal,virtual,test
9047,10197,Sound coming from piano is extraordinary,Sound,NOISE,sound,noise,test
9090,10236,Sixth sense that's lacking in education,education,TUITION,education,tuition,train
9097,10244,"Jack, a baby",baby,PAMPER,baby,pamper,validate
9117,10269,End last month calm,End,DECEASE,end,decease,test
9145,10299,Impracticable cunning failed to get a hearing,Impracticable,WILD-EYED,impracticable,wild-eyed,train
9161,10314,"Genuine gold female found in loft, not the first",Genuine,AUTHENTIC,genuine,authentic,validate
9168,10321,Informant inside that is angry,angry,IRATE,angry,irate,test
9172,10326,Removal of U-boat drawing,Removal,SUBTRACTION,removal,subtraction,train
9188,10342,Leave a group playing,Leave,ABANDON,leave,abandon,validate
9220,10378,A pudding sent back cold,cold,ALOOF,cold,aloof,test
9303,10463,Good time passed quickly in retrospect,Good,WELFARE,good,welfare,test
9312,10472,Ill-timed article used in ceremony after I nod support,Ill-timed,INAPPROPRIATE,ill-timed,inappropriate,validate
9331,10492,Denied drops of water and eggs? Vicious perhaps in retrospect,Denied,DISAVOWED,denied,disavowed,train
9338,10499,A loss of energy in diminishing arousal,arousal,AWAKENING,arousal,awakening,train
9364,10530,I grasp promotion technique poorly,poorly,IN A BAD WAY,poorly,in_a_bad_way,test
9378,10545,"For team, colleague entering play horribly roughly",roughly,APPROXIMATELY,roughly,approximately,test
9379,10546,Flexible creeper pruned in part,Flexible,PLIANT,flexible,pliant,test
9384,10552,In Micawber’s overspent state a pound is ungenerous,ungenerous,MISERLY,ungenerous,miserly,test
9426,10599,Oppressive old tyrant leading America,Oppressive,ONEROUS,oppressive,onerous,test
9471,10646,Unhappy teetotaller opening beer and lager for refreshment,Unhappy,REGRETTABLE,unhappy,regrettable,test
9479,10654,Bric-a-brac mostly running wild,wild,BARBARIC,wild,barbaric,test
9498,10672,Stick with commercial at this point,Stick,ADHERE,stick,adhere,test
9565,10745,Party hit with embarrassment having ditched leader,Party,BASH,party,bash,validate
9613,10801,Gauche — after time play fewer roles?,Gauche,TACTLESS,gauche,tactless,validate
9614,10803,Warning doctor in front of Northern Ireland Conservative,Warning,MONITORY,warning,monitory,validate
9674,10872,Undoubtedly like one to visit cathedral city,Undoubtedly,EASILY,undoubtedly,easily,train
9717,10930,"Splendid eastern sail to windward coming up, man",Splendid,EFFULGENT,splendid,effulgent,test
9816,11041,It’s potentially the right attitude,attitude,SIDE,attitude,side,validate
9824,11053,One starting top,top,JUMPER,top,jumper,train
9833,11062,Indicate tirade as outrageous,outrageous,FLAGRANT,outrageous,flagrant,test
9909,11196,Wealthy duke associated with circle in Yemen somehow,Wealthy,MONEYED,wealthy,moneyed,test
9913,11200,Calamitous stunt mostly taking in a guide leader,Calamitous,TRAGIC,calamitous,tragic,test
9947,11243,"Fix some olla podrida, for example?",Fix,STEW,fix,stew,test
9970,11266,Expression of disgust about leader of socialist party,party,BASH,party,bash,train
9997,11303,"Unique, troubled genius rejected father",Unique,SUI GENERIS,unique,sui_generis,test
10017,11323,Extremely short work break,break,STOP,break,stop,test
10020,11328,Engineer lied with a special light manner of speaking,manner of speaking,DELIVERY,manner_of_speaking,delivery,test
10064,11379,Permission to take off,Permission,LEAVE,permission,leave,train
10073,11387,"Sporting new hat, allowed in college at the outset",Sporting,ATHLETIC,sporting,athletic,test
10083,11397,A Parisian officer leading Frenchmen forward and out of the way,out of the way,UNCOMMON,out_of_the_way,uncommon,test
10169,11503,Jaunty foxtrot rejected by Fay,Jaunty,AIRY,jaunty,airy,test
10230,11566,Enthusiastic band of artists?,Enthusiastic,RARING,enthusiastic,raring,test
10247,11581,Bad storm skirting North Carolina,Bad,RANCID,bad,rancid,test
10265,11601,"Seeing that on, this must be genuine",genuine,SINCERE,genuine,sincere,train
10311,11647,"We hear less important parts of pop singles, moreover",moreover,BESIDES,moreover,besides,train
10321,11658,"Pal, jazzman, regularly seen in square",square,PLAZA,square,plaza,test
10328,11664,Sudden bar redevelopment put off,Sudden,ABRUPT,sudden,abrupt,test
10329,11665,"Slowly and evenly, maid hangs icon",Slowly,ADAGIO,slowly,adagio,test
10360,11696,Impressed by English dash,dash,STAMPEDE,dash,stampede,test
10383,11721,Hard-core unit sent into company cutting leave,Hard-core,EXPLICIT,hard-core,explicit,test
10388,11726,Wear a sort of square flag,Wear,ATTIRE,wear,attire,test
10437,11776,Sensible speed taken south of valley,Sensible,TEMPERATE,sensible,temperate,test
10473,11820,Love Northern Ireland lake,Love,NIL,love,nil,train
10478,11825,"Foxtrot, lively dance, short and uninhibited",uninhibited,FREE,uninhibited,free,train
10482,11829,Facility's rent reduced by pounds,Facility,EASE,facility,ease,test
10484,11831,Planned to have kid kept back after school,Planned,SCHEDULED,planned,scheduled,train
10527,11879,"Upon which, catch cold",cold,STANDOFFISH,cold,standoffish,test
10547,11902,Pretty decent leader in the throne room?,Pretty,GOOD-LOOKING,pretty,good-looking,train
10596,11955,Unusual uproar after loss of silver,Unusual,OUTRE,unusual,outre,test
10616,11975,Judge leaves second? That’s dubious,dubious,IFFY,dubious,iffy,train
10639,11996,"Leaders in every Asian state evidently drowsy, relaxed",relaxed,EASED,relaxed,eased,test
10644,12000,Apartment in Odense gutted recently,recently,OF LATE,recently,of_late,test
10650,12006,"Under yours truly, every king initially submissive",submissive,MEEK,submissive,meek,test
10666,12022,Argument in bank,Argument,ROW,argument,row,test
10667,12022,Argument in bank,bank,ROW,bank,row,train
10683,12038,Popular tale about quiet Hebridean island,Popular,FASHIONABLE,popular,fashionable,validate
10748,12109,"Tactfully taken apart, you might say",Tactfully,DISCREETLY,tactfully,discreetly,train
10757,12117,Notice the chap had verbally required,Notice,HEED,notice,heed,train
10768,12128,"Furious, receiving French wine in cheap paper",Furious,RAVING,furious,raving,validate
10775,12136,Fickle bloke in fashionable Tory district at last,Fickle,INCONSTANT,fickle,inconstant,train
10830,12193,Undecided where one might throw a ball?,Undecided,UP IN THE AIR,undecided,up_in_the_air,train
10836,12201,Cold-blooded fish occupying dirty home,Cold-blooded,STEELY,cold-blooded,steely,validate
10853,12216,I don't give a fig about southern party,party,BASH,party,bash,train
10854,12217,Bloke's not entirely likeable group's breaking camp,camp,HISTRIONIC,camp,histrionic,test
10877,12245,Conclude negative vote's a disaster,disaster,INFERNO,disaster,inferno,test
10880,12249,Car wheel's sound,sound,AUDIO,sound,audio,train
10905,12278,Character left better after the bishop's gone,Character,LETTER,character,letter,test
10922,12295,Flex with black finish,Flex,BEND,flex,bend,train
10943,12318,A mug served up cold,cold,ALOOF,cold,aloof,test
10965,12344,Variety of forbidden fruit,Variety,RANGE,variety,range,validate
10978,12360,Male with some guts shows force,force,MOMENTUM,force,momentum,validate
10987,12373,"English team needing authority, but not a crisis",crisis,EXIGENCY,crisis,exigency,test
11005,12392,See Anglican cleric entering calmly,calmly,EVENLY,calmly,evenly,validate
11021,12408,Irish county’s leader absent constantly,constantly,ALWAYS,constantly,always,test
11037,12424,Sound made by learner involved in row,Sound,SPLAT,sound,splat,train
11059,12450,Problem reported by newspaper occasionally,occasionally,SOMETIMES,occasionally,sometimes,test
11064,12455,School broadcast welcome,School,HIGH,school,high,validate
11112,12502,Lecherous Sarah promises to pay without bill,Lecherous,SALACIOUS,lecherous,salacious,train
11113,12503,Tight cord flexed when first pulled,Tight,STRINGENT,tight,stringent,test
11173,12563,Convinced India and China in secret,in secret,CONFIDENTIALLY,in_secret,confidentially,validate
11187,12579,Famous school rejected by daughter,Famous,NOTED,famous,noted,test
11207,12598,Lean on the papers,Lean on,PRESS,lean_on,press,test
11257,12645,Efficient medical treatment out of bounds,Efficient,ABLE,efficient,able,train
11258,12648,Couple I ran into knocked over,Couple,ITEM,couple,item,validate
11264,12653,A technique abroad,abroad,AWAY,abroad,away,validate
11281,12671,"Contents of bungalow, or their value",value,WORTH,value,worth,test
11321,12714,Scary relative touring Northern Ireland,Scary,SINISTER,scary,sinister,test
