clue_id,definition,split,phrase
1140,Withdraw,test,<t>Withdraw</t> money that’s regularly paid to carry around
1142,Primary,test,<t>Primary</t> colour nobody's drawing in
1143,Spray,test,<t>Spray</t> bound to release nitrogen
1146,Cereal,test,"<t>Cereal</t>, tons on ground mostly"
1150,Record,validate,"<t>Record</t> kept by Crusoe, divided up"
1151,Christian,train,<t>Christian</t> left university and rushed to pen article
1156,fish,test,"Gull, say, overturned angler’s device to get <t>fish</t>"
1161,Places,train,<t>Places</t> quotes from speakers
1162,race,train,Check through rental agreement after expensive <t>race</t>
1164,Meat,train,<t>Meat</t> embargo broken by firm
1165,lazy,test,"I rent, poor and <t>lazy</t>"
1169,single,test,"Not spoiled, I kept <t>single</t>"
1170,boy,train,Attack and steal from <t>boy</t>
1171,courtier,test,Woman at home serving meals is a <t>courtier</t>
1173,poor,test,"Born and died, unknown, <t>poor</t>"
1175,Demanding,train,<t>Demanding</t> old fellow takes one in
1185,pub,test,North European misses fine <t>pub</t>
1187,Surrender,test,<t>Surrender</t> vilified after retreat
1188,Heavy,test,<t>Heavy</t> trampolinist?
1190,delicate,train,"Expensive clasps are, almost entirely, <t>delicate</t>"
1192,daring,test,"Nebuchadnezzar, for example, <t>daring</t>"
1194,Artist,test,"<t>Artist</t> mid-morning, maybe, returning"
1197,Arctic,test,<t>Arctic</t> fleet
1197,fleet,train,Arctic <t>fleet</t>
1198,Instrument,test,<t>Instrument</t> neighbour put up
1199,intelligence,validate,Absence of American <t>intelligence</t>
1200,Discover,test,<t>Discover</t> fluff in car seat
1201,Frank,validate,<t>Frank</t> having credit renewed
1202,Drink,test,<t>Drink</t>: a complete round
1203,drink,validate,"So bottomless, opening for <t>drink</t>"
1208,drink,validate,Fix strange blue <t>drink</t>
1209,Cease,test,<t>Cease</t> work below street
1210,Sole,test,"<t>Sole</t> aplenty, reel in two, all tails up"
1211,Food,test,<t>Food</t> and drink
1211,drink,validate,Food and <t>drink</t>
1212,Cleric,test,<t>Cleric</t> — a Roman Catholic — bound to admit mistake
1213,food,train,Daughter is wanting hot <t>food</t>
1214,Wild,test,<t>Wild</t> river crossed by this writer's companion
1216,Nonsense,test,Tampers with some marks on exam paper? <t>Nonsense</t>
1217,Writer,train,"<t>Writer</t> knocked back drink after drink, going round Australia"
1219,Pan,train,<t>Pan</t> for cook
1219,cook,train,Pan for <t>cook</t>
1220,Sailing vessel,test,<t>Sailing vessel</t>'s crew stole through empty street
1221,Resourceful,train,<t>Resourceful</t> burglar with crowbar might?
1222,Band,train,<t>Band</t>'s big hit (not the second)
1224,American,test,<t>American</t> entering Malayan kingdom
1226,Line,validate,"<t>Line</t> of cabs, first one leaving"
1234,Boldly,validate,<t>Boldly</t> rush around like Van Gogh?
1236,Attentive,test,<t>Attentive</t> valet supports old bachelor
1237,hard,test,"Pursuing last of scullers, row <t>hard</t>"
1240,host,train,Member met by Yankee <t>host</t>
1241,Leaves,validate,<t>Leaves</t> a couple of cents in battered boot
1243,Kick,validate,"<t>Kick</t>, but not from drug"
1244,fall,train,"Drinks excessively at first, leading to <t>fall</t>"
1248,The vicar,train,<t>The vicar</t>’s turn
1248,turn,validate,The vicar’s <t>turn</t>
1250,tool,test,Let us in after fixing <t>tool</t>
1251,dressed,train,"Cold, boy <t>dressed</t>"
1253,plant,train,Some blossoms on climbing <t>plant</t>
1254,Ordered,test,<t>Ordered</t> short tip passed on
1257,Appeal,train,<t>Appeal</t>? You’ll get nothing on a Thursday!
1258,spouses,test,Gambler with small beers for <t>spouses</t>
1260,Unhappy,test,<t>Unhappy</t> when DIY’s made complicated
1263,Hero,test,<t>Hero</t> doing nothing to an audience
1264,infatuated,train,"Dote best, madly <t>infatuated</t>"
1265,a mistake,train,Following legislation is <t>a mistake</t>
1266,Teacher,train,<t>Teacher</t> to express disapproval otherwise
1267,Widespread,train,<t>Widespread</t> and rank
1267,rank,train,Widespread and <t>rank</t>
1268,Amusing,test,"<t>Amusing</t> to go into children’s game, squeezing in twice"
1270,An individual,validate,<t>An individual</t> for each lad
1272,a bird,validate,Opposite of sweet name for <t>a bird</t>
1274,a gale,train,Behave like a twister in <t>a gale</t>
1283,arm,test,"Peevish, formal greeting, showing <t>arm</t>"
1286,Bring down,test,<t>Bring down</t> one that goes “moo”
1291,author,test,Boy bowled over having got hold of hard <t>author</t>
1293,Female,test,<t>Female</t> occupying barn or mansion
1294,Do well,test,<t>Do well</t> reading out two letters
1295,Piece of music,test,<t>Piece of music</t>? Criticise performance in the auditorium
1297,card,train,"Jack obtained, not good <t>card</t>"
1298,signal,test,"Greet us, somehow giving <t>signal</t>"
1300,shaved,train,"The old man, looking embarrassed, <t>shaved</t>"
1302,order,train,Legendary marksman’s <t>order</t>
1303,Agreement,validate,<t>Agreement</t> as communicated
1305,Terminology,train,<t>Terminology</t> set out in lecture on Man
1306,Intellectual,test,<t>Intellectual</t> fellows converse endlessly
1308,Number,test,<t>Number</t> I catch being smuggled into US city
1309,Puzzle,train,<t>Puzzle</t> in game to be worked out
1310,Open,test,<t>Open</t> a series of deliveries arriving on time
1313,Harry,train,Evil King Edward blocked by good <t>Harry</t>
1314,Globe,test,Our place next to the middle of Shakespeare's <t>Globe</t>
1315,Familiarity,test,<t>Familiarity</t> with one formation for Man. City
1316,Pick up,validate,<t>Pick up</t> extremely huge feet
1317,Gripping,validate,"<t>Gripping</t> but deplorable, banning book and introductory note"
1318,indulgence,test,Hard way to admit transgression after rebuffing <t>indulgence</t>
1321,Loom,test,<t>Loom</t> yarn cut meshed fabric backing
1324,denunciation,train,A Brit demolished in cast’s <t>denunciation</t>
1324,in,train,A Brit demolished <t>in</t> cast’s denunciation
1326,blunt,test,Objections overturned through being <t>blunt</t>
1327,climber,validate,Ascent's ending in panorama before each <t>climber</t>
1328,Fruit,validate,<t>Fruit</t> drink containing pip's husk
1338,Girl,test,"<t>Girl</t> about town, big one, heads off"
1340,Flap,test,<t>Flap</t> about a bit — that's more than enough
1343,Coach,test,<t>Coach</t> that could be due?
1345,Higher education,train,<t>Higher education</t> campus perhaps mostly overwhelmed by change
1346,force,test,"Namely, union's bringing in police <t>force</t>"
1347,class,test,Head of chemistry has a way with English <t>class</t>
1348,suitable,validate,Musical work opening shortly with melody that's <t>suitable</t>
1350,garment,validate,Police inspector seizing stolen <t>garment</t>
1352,Variation,test,<t>Variation</t> is introduced into Ravel composition
1353,uniform,train,US president put on gangster's <t>uniform</t>
1356,Wee,test,<t>Wee</t> poet reportedly Quaker-like?
1357,Kid,train,<t>Kid</t> medic placed upside down
1359,rock,train,Torch found under large <t>rock</t>
1362,actor,test,Review written up about upper class <t>actor</t>
1364,Commanding,test,"<t>Commanding</t> soldiers wearing khaki, perhaps"
1366,of course,validate,"Their guns will go off, <t>of course</t>"
1367,Showed,validate,<t>Showed</t> what merchant dreads perhaps in hearing
1368,newspaper,train,Old machine for printing <t>newspaper</t>
1369,issue,train,Democrat and first lady see power as <t>issue</t>
1370,Sauce,train,<t>Sauce</t> bottle?
1370,bottle,train,Sauce <t>bottle</t>?
1385,Pen,test,"<t>Pen</t> novel, record and throw cards in"
1388,Weapon,train,"<t>Weapon</t>, and where it was used around China"
1389,Writer,test,<t>Writer</t>'s party drink with nothing in
1390,discipline,test,Hit spy across bum for <t>discipline</t>
1392,bird,validate,"Wise, perhaps, to release one <t>bird</t>"
1402,a migrant,test,Sentence from father's wise for <t>a migrant</t>
1405,drink,train,Idler putting away small <t>drink</t>
1410,by,test,"Dropping ecstasy, bad place to be after driving <t>by</t>"
1411,Object,validate,"<t>Object</t>'s round — try putting spin, perhaps, on it"
1412,Freezing,test,<t>Freezing</t> cold in large vehicle
1424,Adequate,train,<t>Adequate</t> light
1425,Mucky,validate,<t>Mucky</t> duck possibly picked up?
1429,Warm,test,<t>Warm</t> soup's unwelcome visitor diner anxiously pokes
1431,players,train,Actors improvised with her <t>players</t>
1432,Fine,train,<t>Fine</t> dash of liquor in what could become the hard stuff?
1436,relax,test,"Weight finally taken off feet, sofa designed to <t>relax</t>"
1437,Bones,test,<t>Bones</t> served up in mean lunch
1438,Finished,test,"<t>Finished</t>, coaster used harbours"
1439,Bread,test,<t>Bread</t> that may rise just the same?
1441,Obscure,test,<t>Obscure</t> snippets in the midst of tweets
1447,correct,test,Army corps on the wagon right away? That's <t>correct</t>
1451,Impression,test,<t>Impression</t> made by TV lexicographer?
1453,Box,test,<t>Box</t> set
1453,set,test,Box <t>set</t>
1455,Casual,validate,"<t>Casual</t> woolly, back of which has faded"
1456,Measure,test,<t>Measure</t> of substance by the sound of it
1457,Injured,train,"<t>Injured</t> fore and aft at sea, one adult jumping off"
1458,punishment,train,German relative allowed to give <t>punishment</t>
1459,End,train,<t>End</t> part of sentence
1460,Ruddy,validate,<t>Ruddy</t> strong winds ending in tragedy
1463,poisonous,train,Something put in Christmas pudding is <t>poisonous</t>
1465,put down,test,Some wine <t>put down</t>
1468,Tenor,train,<t>Tenor</t> in party getting Chinese duck
1472,Discounted,test,<t>Discounted</t> wine leader brought in
1473,a stink,test,Pro restricts French and creates <t>a stink</t>
1492,fruit tree,test,"After lifting, every so often big bomb is laid by <t>fruit tree</t>"
1509,Outlaw,validate,<t>Outlaw</t> ropes dead bucks
1511,argument,test,Daughters displacing sons in round-campfire activity perhaps causing <t>argument</t>
1512,State,test,<t>State</t>'s mineral aggregate almost exhausted
1513,Ringing,train,"<t>Ringing</t> reporter, animated, criminal lain out after arrest"
1515,description,train,Essence described by letter that backs <t>description</t>
1516,strong,train,"Out of practice, but with change of hands becoming <t>strong</t>"
1518,producer,test,Paris and Rome arranged by international <t>producer</t>
1521,Bird,test,<t>Bird</t> of river and lake
1522,Check,test,"<t>Check</t> pressure during cricket, say"
1523,leaks,train,Storage facility misses <t>leaks</t>
1525,Football,test,<t>Football</t> scout endlessly rings round
1530,wedding,validate,"Old Chinese leader, out of condition, returned rested for <t>wedding</t>"
1531,leave,train,Act awkwardly with female then <t>leave</t>
1534,Christmas gift,train,Old German in moving scene offers <t>Christmas gift</t>
1535,correspondence,test,Initially advise voter against keeping record in <t>correspondence</t>
1536,undergarment,test,Doctor was madly grabbing royal <t>undergarment</t>
1538,meeting,validate,Diminutive man on wagon welcomed to AA <t>meeting</t>
1539,Girl,test,<t>Girl</t> absolutely losing weight
1540,Laziness,test,<t>Laziness</t> and rudeness to involve daughter rather than son
1541,Host,test,<t>Host</t> a knees-up getting cake in
1546,Roaming,test,"<t>Roaming</t> mammoth chasing feline, not caught"
1548,Frightening,test,<t>Frightening</t> female given severe reprimand
1553,honey,validate,Submachine-gun loaded by little <t>honey</t>
1556,void,test,Energy to limit velocity when rocketing in <t>void</t>
1563,representative,test,Bear with what speaker holds as <t>representative</t>
1564,shop,test,Abstract artist keeping one in <t>shop</t>
1565,offence,test,Sitcom’s beginning with Nora Batty giving <t>offence</t>
1567,Painter,test,<t>Painter</t> working only in certain colours
1572,nation,test,Pound making comeback cheers <t>nation</t>
1573,Astonished,test,<t>Astonished</t> group of rugby players led by a point
1575,honey,validate,"Buzz around there, regularly going back for <t>honey</t>"
1579,Lady,test,<t>Lady</t> not running freely sent in for surgery
1583,author,test,Party votes to change very high limit for <t>author</t>
1592,Jesting,test,"<t>Jesting</t>, pull a fairy’s wings off"
1594,show,train,Have great delight taking in a <t>show</t>
1595,prohibited,test,Failed to fence wood that’s <t>prohibited</t>
1596,thug,test,Continue as <t>thug</t>
1598,Position,test,<t>Position</t> of railway not new
1599,Bunch,train,<t>Bunch</t> for one inhibited by lack of authority
1604,dance,train,"In old-fashioned uniform, line <t>dance</t>"
1606,Raise,test,<t>Raise</t> up pretty velvet covers
1607,God,test,"<t>God</t> is hurt, abandoned by one"
1611,fatigue,test,No time for speech with men showing <t>fatigue</t>
1612,Rows,test,<t>Rows</t> of headless corpses
1613,Soldier,validate,<t>Soldier</t> and reformer meeting a king
1617,uncontaminated,test,Steps to keep the Queen <t>uncontaminated</t>
1618,Pioneer,test,<t>Pioneer</t> crossword compiler entertains only third of solvers
1619,Research,test,<t>Research</t> specialist only half way through stories
1621,a suit,test,Girl's best friend in <t>a suit</t>?
1625,hurt,train,A guerrilla gets <t>hurt</t>
1626,Uses,train,<t>Uses</t> swearword when coming across cat
1627,tube,test,"Walked, bumping into Peg in the <t>tube</t>"
1628,Onion,test,<t>Onion</t> in English allotment
1631,independence,test,"Car well able to convey limited number, offering <t>independence</t>"
1633,Turmoil,test,<t>Turmoil</t> when duke meets a divine being in India
1635,Arguing,validate,"<t>Arguing</t> about a boy, one no good"
1642,poverty,test,Born and died in <t>poverty</t>
1645,tongue,test,A wish to cook up most of cheek and <t>tongue</t>
1646,National,test,<t>National</t> serial circulated around island
1650,Call for,train,<t>Call for</t> nice tea sets to be reordered
1652,Split,test,Foreign agent protects Liberal in <t>Split</t>
1654,Youths,validate,<t>Youths</t> do this in the Poultry Liberation Front?
1656,bite,train,Flipping insect <t>bite</t>
1660,crash,validate,"Closed down, broken by November 1st <t>crash</t>"
1662,broadcast,test,"With abandon, derides a TV <t>broadcast</t>"
1666,Cap,test,"<t>Cap</t> size for a well-rounded individual, we hear"
